0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,1
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,1
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,1
106,0
107,2
108,2
109,0
110,0
111,0
112,2
113,1
114,1
115,0
116,1
117,0
118,2
119,0
120,0
121,0
122,0
123,0
124,1
125,0
126,0
127,0
128,0
129,1
130,0
131,1
132,0
133,0
134,2
135,0
136,3
137,1
138,2
139,0
140,0
141,0
142,1
143,0
144,2
145,1
146,2
147,1
148,0
149,0
150,1
151,1
152,1
153,2
154,0
155,1
156,0
157,2
158,0
159,1
160,2
161,1
162,1
163,3
164,0
165,0
166,0
167,1
168,3
169,1
170,5
171,1
172,3
173,0
174,0
175,2
176,1
177,0
178,1
179,0
180,2
181,4
182,3
183,1
184,0
185,0
186,1
187,0
188,0
189,0
190,4
191,0
192,1
193,1
194,2
195,5
196,0
197,3
198,1
199,0
200,0
201,3
202,0
203,0
204,3
205,2
206,1
207,0
208,2
209,4
210,2
211,3
212,0
213,9
214,3
215,2
216,4
217,0
218,3
219,4
220,0
221,3
222,3
223,8
224,6
225,2
226,1
227,1
228,4
229,5
230,0
231,1
232,0
233,2
234,1
235,0
236,0
237,0
238,2
239,3
240,1
241,1
242,0
243,1
244,2
245,5
246,2
247,3
248,5
249,0
250,3
251,2
252,5
253,0
254,6
255,0
256,7
257,2
258,1
259,2
260,7
261,1
262,1
263,1
264,11
265,1
266,0
267,6
268,2
269,0
270,6
271,0
272,4
273,0
274,3
275,2
276,2
277,1
278,3
279,1
280,1
281,5
282,0
283,2
284,0
285,2
286,2
287,5
288,1
289,1
290,0
291,2
292,2
293,0
294,0
295,3
296,2
297,3
298,0
299,2
300,1
301,3
302,0
303,1
304,2
305,3
306,1
307,0
308,1
309,1
310,1
311,2
312,9
313,1
314,3
315,5
316,2
317,3
318,0
319,0
320,1
321,0
322,1
323,1
324,2
325,2
326,2
327,1
328,5
329,1
330,2
331,1
332,2
333,0
334,1
335,1
336,3
337,1
338,1
339,1
340,2
341,0
342,3
343,2
344,4
345,0
346,2
347,3
348,1
349,1
350,1
351,1
352,0
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,2
362,4
363,1
364,1
365,1
366,2
367,1
368,1
369,0
370,1
371,1
372,0
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,4
383,1
384,1
385,0
386,1
387,2
388,2
389,1
390,4
391,1
392,3
393,0
394,0
395,0
396,2
397,0
398,1
399,0
400,1
401,0
402,9
403,0
404,0
405,0
406,0
407,1
408,1
409,1
410,2
411,1
412,0
413,1
414,0
415,1
416,0
417,0
418,1
419,2
420,1
421,1
422,1
423,1
424,0
425,1
426,0
427,1
428,1
429,0
430,0
431,0
432,1
433,0
434,0
435,0
436,0
437,1
438,1
439,1
440,1
441,0
442,0
443,0
444,0
445,1
446,0
447,0
448,2
449,0
450,0
451,0
452,0
453,0
454,1
455,0
456,0
457,0
458,0
459,1
460,0
461,0
462,0
463,0
464,1
465,0
466,0
467,1
468,1
469,1
470,2
471,1
472,1
473,0
474,0
475,0
476,0
477,0
478,3
479,2
480,0
481,0
482,1
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,1
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,1
516,0
517,0
518,0
519,0
520,1
521,0
522,0
523,0
524,0
525,0
526,1
527,0
528,0
529,0
530,0
531,0
532,0
533,0
