0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,1
88,0
89,0
90,0
91,1
92,0
93,0
94,0
95,0
96,1
97,1
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,1
108,0
109,0
110,0
111,0
112,1
113,0
114,1
115,1
116,0
117,0
118,1
119,1
120,0
121,0
122,0
123,1
124,1
125,0
126,0
127,0
128,1
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,1
137,0
138,1
139,0
140,0
141,0
142,1
143,0
144,0
145,1
146,0
147,0
148,0
149,3
150,2
151,2
152,0
153,0
154,0
155,0
156,0
157,0
158,1
159,3
160,1
161,0
162,2
163,1
164,0
165,3
166,0
167,0
168,1
169,0
170,1
171,2
172,1
173,1
174,1
175,0
176,0
177,3
178,1
179,1
180,1
181,1
182,1
183,1
184,0
185,0
186,1
187,1
188,0
189,3
190,0
191,3
192,0
193,0
194,1
195,1
196,0
197,0
198,0
199,2
200,1
201,2
202,0
203,0
204,0
205,0
206,0
207,0
208,1
209,1
210,0
211,1
212,1
213,1
214,1
215,2
216,3
217,0
218,0
219,1
220,2
221,0
222,1
223,0
224,0
225,2
226,0
227,0
228,2
229,0
230,1
231,0
232,4
233,1
234,1
235,1
236,1
237,2
238,1
239,1
240,1
241,0
242,1
243,2
244,1
245,1
246,1
247,0
248,1
249,0
250,2
251,0
252,0
253,2
254,1
255,1
256,1
257,0
258,0
259,1
260,1
261,0
262,0
263,1
264,0
265,0
266,1
267,0
268,0
269,0
270,1
271,0
272,0
273,1
274,1
275,0
276,0
277,1
278,1
279,2
280,0
281,2
282,1
283,0
284,0
285,0
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,0
295,0
296,0
297,1
298,3
299,0
300,0
301,0
302,0
303,0
304,0
305,1
306,1
307,1
308,1
309,3
310,0
311,0
312,0
313,0
314,0
315,1
316,0
317,0
318,0
319,0
320,0
321,3
322,0
323,0
324,1
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,1
334,1
335,0
336,1
337,1
338,1
339,1
340,0
341,0
342,0
343,0
344,0
345,1
346,0
347,0
348,1
349,1
350,0
351,0
352,0
353,1
354,0
355,0
356,0
357,0
358,0
359,0
360,1
361,0
362,0
363,0
364,0
365,1
366,0
367,0
368,0
369,1
370,0
371,1
372,1
373,1
374,0
375,0
376,1
377,0
378,0
379,0
380,0
381,0
382,0
383,3
384,0
385,0
386,0
387,2
388,1
389,1
390,1
391,0
392,0
393,1
394,1
395,0
396,2
397,1
398,0
399,0
400,0
401,0
402,0
403,3
404,1
405,2
406,0
407,0
408,1
409,0
410,2
411,0
412,1
413,1
414,0
415,1
416,2
417,0
418,0
419,0
420,1
421,0
422,0
423,1
424,0
425,2
426,0
427,0
428,1
429,0
430,0
431,0
432,0
433,1
434,1
435,0
436,0
437,1
438,0
439,0
440,1
441,1
442,0
443,0
444,1
445,0
446,1
447,1
448,0
449,0
450,2
451,0
452,0
453,0
454,0
455,0
456,0
457,1
458,0
459,0
460,1
461,1
462,1
463,0
464,1
465,0
466,0
467,2
468,1
469,0
470,0
471,0
472,1
473,0
474,1
475,0
476,0
477,2
478,0
479,1
480,1
481,1
482,0
483,0
484,0
485,0
486,1
487,0
488,0
489,0
490,1
491,2
492,0
493,0
494,0
495,0
496,0
497,1
498,0
499,0
500,0
501,0
502,0
503,1
504,0
505,0
506,1
507,0
508,0
509,0
510,0
511,0
512,1
513,0
514,1
515,1
516,0
517,2
518,1
519,0
520,1
521,1
522,0
523,0
524,0
525,0
526,1
527,0
528,1
529,2
530,0
531,2
532,1
533,0
